id_area;no1;no2;Latitude_Decimal;Longitude_Decimal
1;571;1;5,609444;95,365278
1;571;2;5,805278;95,375833
1;571;3;5,906944;95,217222
1;571;4;6,416111;94,49
1;571;5;6,641667;94,633333
1;571;6;6,723333;94,678333
1;571;7;7,04;94,926944
1;571;8;7,603889;95,377222
1;571;9;8,055556;95,676944
1;571;10;8,221389;95,935556
1;571;11;7,125833;96,625278
1;571;12;6,629722;97,764444
1;571;13;5,808056;98,396667
1;571;14;5,383889;98,9325
1;571;15;5,300556;99,015556
1;571;16;4,889722;99,315833
1;571;17;4,578889;99,669722
1;571;18;4,344722;99,87
1;571;19;4,106944;99,953889
1;571;20;4,043611;99,912778
1;571;21;3,976389;99,898333
1;571;22;3,901667;99,91
1;571;23;3,847222;99,939444
1;571;24;3,804444;99,984167
1;571;25;3,7775;100,04
1;571;26;3,768889;100,094167
1;571;27;3,775278;100,148889
1;571;28;3,784167;100,175
1;571;29;3,615278;100,316667
1;571;30;3,531667;100,4525
1;571;31;3,31;100,709167
1;571;32;3,020556;100,819722
1;571;33;2,86;101,003333
1;571;34;2,691667;101,201667
1;571;35;2,256667;101,775
1;571;36;1,92;102,223333
1;571;37;1,686667;102,583333
1;571;38;1,318333;103,035
1;571;39;1,325;103,065
1;571;40;1,25;103,38
1;571;41;1,225;103,421944
1;571;42;1,187778;103,346111
1;571;43;1,141667;103,294722
1;571;44;1,119722;103,289444
1;571;45;1,101111;103,289722
1;571;46;1,088611;103,286111
1;571;47;0,856667;103,156667
1;571;48;0,841944;103,149167
1;571;49;0,741389;103,114167
1;571;50;0,72;103,085556
1;571;51;0,691667;103,0275
1;571;52;0,691111;102,992222
1;571;53;0,724722;102,898611
2;572;1;-6,836111;105,240556
2;572;1;-6,836111;105,240556
2;572;2;-8,870556;102,570278
2;572;2;-8,870556;102,570278
2;572;3;-8,86;102,074444
2;572;4;-8,783611;101,584722
2;572;5;-8,6425;101,109444
2;572;6;-8,495833;100,767778
2;572;7;-8,244444;100,341111
2;572;8;-7,954722;99,980833
2;572;9;-7,733611;99,744444
2;572;10;-7,420833;99,464722
2;572;11;-6,215833;98,511667
2;572;12;-5,615556;97,935278
2;572;13;-5,245556;97,625556
2;572;14;-4,969167;97,426389
2;572;15;-4,231111;96,725
2;572;16;-4,029722;96,513611
2;572;16;-3,776667;96,286111
2;572;17;-3,405556;96,025278
2;572;18;-3,008056;95,784444
2;572;19;-2,0225;95,133889
2;572;20;-1,930556;95,063889
2;572;21;-0,479722;94,208611
2;572;22;-0,443889;94,187222
2;572;23;0,053056;93,6825
2;572;24;0,47;93,181389
2;572;25;0,976111;92,717222
2;572;26;1,671389;92,320278
2;572;27;2,188056;92,147778
2;572;28;2,943333;92,051944
2;572;29;3,799444;92,041944
2;572;30;3,887778;92,259722
2;572;31;6,112778;94,266944
2;572;32;6,3075;94,426111
3;573;1;-9,336389;124,044444
3;573;2;-9,333611;124,044167
3;573;3;-9,295;124,027778
3;573;4;-9,249722;124,066667
3;573;5;-9,206389;124,086389
3;573;6;-9,073611;124,083333
3;573;7;-9,064722;124,101111
3;573;8;-9,058333;124,117778
3;573;9;-9,0375;124,179444
3;573;10;-9,020278;124,210556
3;573;11;-9,009722;124,2325
3;573;12;-9,003333;124,249722
3;573;13;-9,000833;124,259167
3;573;14;-8,970833;124,375833
3;573;15;-8,966111;124,400833
3;573;16;-8,964722;124,424722
3;573;17;-8,964722;124,447222
3;573;18;-8,964722;124,457222
3;573;19;-8,966667;124,476389
3;573;20;-8,969722;124,491944
3;573;21;-9,023889;124,485556
3;573;22;-9,088333;124,476389
3;573;23;-9,135;124,475833
3;573;24;-9,172222;124,475
3;573;25;-9,174444;124,476111
3;573;26;-8,492222;125,116944
3;573;27;-8,505833;125,055
3;573;28;-8,528333;125,0025
3;573;29;-8,550556;124,994167
3;573;30;-8,614167;124,983611
3;573;31;-8,675278;124,981667
3;573;32;-8,735;124,985
3;573;33;-8,800278;124,968056
3;573;34;-8,863611;124,958611
3;573;35;-8,876389;124,963889
3;573;36;-8,955278;124,951111
3;573;37;-8,955833;124,950278
3;573;38;-9,460278;125,088889
3;573;39;-9,545556;125,188056
3;573;40;-9,617778;125,231111
3;573;41;-9,672222;125,263333
3;573;42;-9,927222;125,518611
3;573;43;-10,177222;125,819167
3;573;44;-11,015278;126,295
3;573;45;-11,338889;126,500278
3;573;46;-11,35;126,466667
3;573;47;-11,433333;126,2
3;573;48;-11,516667;126
3;573;49;-11,616667;125,75
3;573;50;-11,75;125,416667
3;573;51;-11,783333;125,333333
3;573;52;-12,316667;123,35
3;573;53;-12,258889;123,348611
3;573;54;-12,194722;123,342222
3;573;55;-12,156667;123,328611
3;573;56;-12,125;123,316111
3;573;57;-12,085833;123,294167
3;573;58;-12,048889;123,262778
3;573;59;-12,025;123,234444
3;573;60;-11,998333;123,181389
3;573;61;-11,99;123,144722
3;573;62;-11,975556;123,082222
3;573;63;-11,977778;123,012222
3;573;64;-11,987778;122,979167
3;573;65;-12,005278;122,926944
3;573;66;-12,041389;122,857778
3;573;67;-12,059444;122,826944
3;573;68;-12,093056;122,789444
3;573;69;-12,151111;122,750556
3;573;70;-12,207778;122,732778
3;573;71;-12,252778;122,73
3;573;72;-12,299167;122,737778
3;573;73;-12,353056;122,759722
3;573;74;-12,390278;122,787222
3;573;75;-12,427778;122,829167
3;573;76;-12,444167;122,859167
3;573;77;-12,459722;122,898611
3;573;78;-12,471667;122,955
3;573;79;-12,488056;123,035
3;573;80;-12,5;123,1
3;573;81;-13,25;121,816667
3;573;82;-13,933333;120,016667
3;573;83;-13,758611;119,682222
3;573;84;-13,5975;119,412778
3;573;85;-13,551111;119,220278
3;573;86;-13,493056;119,031111
3;573;87;-13,4425;118,891389
3;573;88;-13,179167;118,359722
3;573;89;-12,542222;117,318333
3;573;90;-12,440278;117,161667
3;573;91;-12,430278;116,715833
3;573;92;-12,3875;116,403056
3;573;93;-12,199444;115,3925
3;573;94;-12,163611;114,758056
3;573;95;-12,102222;114,175278
3;573;96;-12,038333;113,79
3;573;97;-11,817778;112,816111
3;573;98;-11,733056;111,495278
3;573;99;-11,687778;111,121389
3;573;100;-11,631944;110,818611
3;573;101;-11,445833;109,945833
3;573;102;-11,328333;109,555278
3;573;103;-11,173611;109,023889
3;573;104;-9,780556;105,848611
4;711;1;1,215556;103,437778
4;711;2;1,195556;103,566667
4;711;3;1,198889;103,572222
4;711;4;1,188056;103,660556
4;711;5;1,179444;103,670833
4;711;6;1,130278;103,740556
4;711;7;1,171389;103,805
4;711;8;1,195833;103,859722
4;711;9;1,207222;103,880833
4;711;10;1,269444;104,033333
4;711;11;1,292222;104,043333
4;711;12;1,288056;104,076667
4;711;13;1,271111;104,1325
4;711;14;1,270833;104,167222
4;711;15;1,271111;104,201944
4;711;16;1,276111;104,236944
4;711;17;1,281944;104,271667
4;711;18;1,281944;104,306389
4;711;19;1,288333;104,341389
4;711;20;1,300278;104,376111
4;711;21;1,306389;104,387222
4;711;22;1,329444;104,416389
4;711;23;1,358611;104,443889
4;711;24;1,385833;104,471944
4;711;25;1,398056;104,495
4;711;26;1,399722;104,494444
4;711;27;1,424722;104,4975
4;711;28;1,518889;104,563056
4;711;29;1,64;104,705833
4;711;30;1,944167;104,771389
4;711;31;2,165;104,973056
4;711;32;3,050833;104,808611
4;711;33;4,016944;104,720556
4;711;34;4,0475;104,736389
4;711;35;5,076111;105,473611
4;711;36;6,167778;105,811111
4;711;37;6,193333;105,902222
4;711;38;7,101111;107,168056
4;711;39;7,742778;109,0725
4;711;40;7,719444;109,622778
4;711;41;6,185;111,054722
4;711;42;6,110833;111,051944
4;711;43;5,741389;110,862778
4;711;44;5,218611;110,676389
4;711;45;4,34;110,284167
4;711;46;3,593056;110,190556
4;711;47;2,889722;110,219444
4;711;48;2,083056;109,635556
4;711;40;7,394722;110,109167
5;712;1;-4,164722;105,832778
5;712;1;-4,165;105,832778
5;712;2;-3,425278;107,965833
5;712;2;-3,425556;107,965833
5;712;3;-3,0725;110,210833
5;712;3;-3,072778;110,210833
5;712;4;-3,045278;110,641667
5;712;4;-3,045278;110,641667
5;712;5;-3,038056;110,647222
5;712;5;-3,038333;110,647222
5;712;6;-3,857778;115,383056
5;712;6;-3,857778;115,383056
5;712;7;-4,716944;115,710556
5;712;7;-4,716944;115,710556
5;712;8;-4,722778;115,712778
5;712;8;-4,722778;115,712778
5;712;9;-4,841111;115,771667
5;712;9;-4,841111;115,771667
5;712;10;-4,895;115,678333
5;712;10;-4,895;115,678333
5;712;11;-4,931944;115,637778
5;712;11;-4,931944;115,637778
5;712;12;-4,938889;115,630833
5;712;12;-4,938889;115,630833
5;712;13;-6,940556;116,272222
5;712;13;-6,940556;116,272222
5;712;14;-7,2025;115,886944
5;712;14;-7,2025;115,886944
5;712;15;-7,935556;114,423889
5;712;15;-7,935556;114,423889
5;712;16;-5,878611;106,040556
5;712;16;-5,878611;106,040556
5;712;17;-5,580833;105,828889
5;712;17;-5,580833;105,828889
6;713;1;-1,019444;118,988333
6;713;1;1,019444;118,988333
6;713;2;-0,751111;120,100556
6;713;2;0,751111;120,100556
6;713;3;-4,689444;121,471667
6;713;3;-4,689444;121,471667
6;713;4;-4,690278;121,471944
6;713;4;-4,690278;121,471944
6;713;5;-7,333889;121,8275
6;713;5;-7,333889;121,8275
6;713;6;-8,383333;122,682222
6;713;6;-8,383333;122,682222
6;713;6;-8,383333;122,682222
6;713;6;-7,399167;121,820278
6;713;7;-8,43;119,8575
6;713;7;-7,399167;121,820278
6;713;8;-8,488056;119,591389
6;713;8;-8,488056;119,591389
6;713;9;-8,491667;119,587778
6;713;9;-8,491667;119,587778
6;713;10;-8,495556;119,583611
6;713;10;-8,495556;119,583611
6;713;11;-8,496111;119,577222
6;713;11;-8,496111;119,577222
6;713;12;-8,496389;119,572222
6;713;12;-8,496389;119,572222
6;713;13;-8,427222;119,455
6;713;13;-8,427222;119,455
6;713;14;-8,430833;119,335278
6;713;14;-8,430833;119,335278
6;713;15;-8,453611;119,272778
6;713;15;-8,453611;119,272778
6;713;16;-8,314444;119,004167
6;713;16;-8,314444;119,004167
6;713;17;-8,373611;117,105
6;713;17;-8,373611;117,105
6;713;18;-8,372222;117,082222
6;713;18;-8,372222;117,082222
6;713;19;-8,373333;117,070833
6;713;19;-8,373333;117,070833
6;713;20;-8,3775;117,059444
6;713;20;-8,3775;117,059444
6;713;21;-8,375556;117,053333
6;713;21;-8,375556;117,053333
6;713;22;-8,3475;116,718333
6;713;22;-8,3475;116,718333
6;713;23;-8,446944;116,031944
6;713;23;-8,446944;116,031944
6;713;24;-8,378056;115,710833
6;713;24;-8,378056;115,710833
6;713;25;-8,098056;114,435833
6;713;25;-8,098056;114,435833
6;713;26;-8,068333;114,428056
6;713;26;-8,068333;114,428056
7;714;1;-1,050556;123,321389
7;714;1;-1,050556;123,321389
7;714;2;-1,146389;123,299444
7;714;2;-1,146389;123,299444
7;714;3;-1,156111;123,303056
7;714;3;-1,156111;123,303056
7;714;4;-1,174722;123,315556
7;714;4;-1,174722;123,315556
7;714;5;-1,188056;123,324722
7;714;5;-1,188056;123,324722
7;714;6;-1,220556;123,381111
7;714;6;-1,220556;123,381111
7;714;7;-1,46;123,508611
7;714;7;-1,46;123,508611
7;714;8;-1,477222;123,531667
7;714;8;-1,477222;123,531667
7;714;9;-1,637222;123,621389
7;714;9;-1,637222;123,621389
7;714;10;-1,66;124,400556
7;714;10;-1,66;124,400556
7;714;11;-1,781111;125,316389
7;714;11;-1,781111;125,316389
7;714;12;-1,780556;125,366944
7;714;12;-1,780556;125,366944
7;714;13;-1,939444;125,9175
7;714;13;-1,939444;125,9175
7;714;14;-1,975;125,918611
7;714;14;-1,975;125,918611
7;714;15;-2,476667;126,046667
7;714;15;-2,476667;126,046667
7;714;16;-3,112778;126,089722
7;714;16;-3,112778;126,089722
7;714;17;-3,063056;126,801111
7;714;17;-3,063056;126,801111
7;714;18;-2,865556;128,161389
7;714;18;-2,865556;128,161389
7;714;19;-3,863611;130,850278
7;714;19;-3,863611;130,850278
7;714;20;-3,867778;130,932778
7;714;20;-3,867778;130,932778
7;714;21;-3,878889;130,955833
7;714;21;-3,878889;130,955833
7;714;22;-3,8775;130,958611
7;714;22;-3,8775;130,958611
7;714;23;-3,883611;130,964167
7;714;23;-3,883611;130,964167
7;714;24;-3,906944;131,053889
7;714;24;-3,906944;131,053889
7;714;25;-3,905833;131,056944
7;714;25;-3,355833;131,056944
7;714;26;-3,915;131,090833
7;714;26;-3,915;131,090833
7;714;27;-3,915833;131,096667
7;714;27;-3,915833;131,096667
7;714;28;-3,918889;131,164444
7;714;28;-3,918889;131,164444
7;714;29;-3,918889;131,182778
7;714;29;-3,918889;131,182778
7;714;30;-3,926667;131,205556
7;714;30;-3,926667;131,205556
7;714;31;-3,971111;131,3675
7;714;31;-3,971111;131,3675
7;714;32;-4,068611;131,450278
7;714;32;-4,068611;131,450278
7;714;33;-4,378889;131,583889
7;714;33;-4,378889;131,583889
7;714;34;-4,416389;131,606667
7;714;34;-4,416389;131,606667
7;714;35;-4,423333;131,609722
7;714;35;-4,423333;131,609722
7;714;36;-4,538611;131,681389
7;714;36;-4,538611;131,681389
7;714;37;-4,584444;131,690833
7;714;37;-4,584444;131,690833
7;714;38;-4,601111;131,703611
7;714;38;-4,601111;131,703611
7;714;39;-4,7;131,729167
7;714;39;-4,7;131,729167
7;714;40;-4,788056;131,740278
7;714;40;-4,788056;131,740278
7;714;41;-5,278611;133,121944
7;714;41;-5,278611;133,121944
7;714;42;-6,007222;132,845
7;714;42;-6,007222;132,845
7;714;43;-6,986944;132,008333
7;714;43;-6,986944;132,008333
7;714;44;-7,082222;131,912778
7;714;44;-7,082222;131,912778
7;714;45;-7,101111;131,8875
7;714;45;-7,101111;131,915278
7;714;46;-8,030833;131,2925
7;714;46;-8,030833;131,2925
7;714;47;-8,031667;131,291944
7;714;47;-8,031667;131,291944
7;714;48;-8,061944;131,281111
7;714;48;-8,061944;131,281111
7;714;49;-8,118611;131,166389
7;714;49;-8,118611;131,166389
7;714;50;-8,337778;130,755556
7;714;50;-8,337778;130,755556
7;714;51;-8,261667;129,016111
7;714;51;-8,261667;129,016111
7;714;52;-8,200833;128,825556
7;714;52;-8,200833;128,825556
7;714;53;-8,271111;128,234444
7;714;53;-8,271111;128,234444
7;714;54;-8,256944;128,078889
7;714;54;-8,256944;128,078889
7;714;55;-8,259722;128,045
7;714;55;-8,259722;128,045
7;714;56;-8,195;127,807778
7;714;56;-8,195;127,807778
7;714;57;-8,214444;127,741389
7;714;57;-8,214444;127,741389
7;714;58;-8,216944;127,601111
7;714;58;-8,216944;127,601111
7;714;59;-8,300833;127,45
7;714;59;-8,300833;127,45
7;714;60;-8,315;127,423333
7;714;60;-8,315;127,423333
7;714;61;-8,297222;127,388333
7;714;62;-8,248889;127,270556
7;714;63;-8,226667;127,211389
7;714;64;-8,219722;127,1475
7;714;65;-8,218333;127,090833
7;714;66;-8,198889;127,023889
7;714;67;-8,196111;126,965278
7;714;68;-8,193889;126,954444
7;714;69;-8,198333;126,883056
7;714;70;-8,210278;126,810556
7;714;71;-8,213889;126,739167
7;714;72;-8,2125;126,668889
7;714;73;-8,221389;126,596944
7;714;74;-8,220278;126,562778
7;714;75;-8,196667;126,455556
7;714;76;-8,210833;126,308889
7;714;77;-8,250833;126,176667
7;714;78;-8,259722;126,092222
7;714;79;-8,254722;125,929444
7;714;80;-8,258611;125,869722
7;714;81;-8,249167;125,855556
7;714;82;-8,204167;125,788889
7;714;83;-8,188333;125,771667
7;714;84;-8,122222;125,672778
7;714;85;-8,113611;125,642778
7;714;86;-8,120278;125,622778
7;714;87;-8,185556;125,523889
7;714;88;-8,246389;125,444167
7;714;89;-8,371944;125,333056
7;714;90;-8,438611;125,268056
7;714;91;-8,464167;125,162778
7;714;91;-8,464167;125,162778
7;714;92;-8,319167;125,140278
7;714;92;-8,319167;125,140278
7;714;93;-8,132222;124,471944
7;714;93;-8,132222;124,471944
7;714;94;-8,177222;124,384444
7;714;94;-8,177222;124,384444
7;714;95;-8,182778;124,370278
7;714;95;-8,182778;124,370278
7;714;96;-8,180556;124,319167
7;714;96;-8,180556;124,319167
7;714;97;-8,293056;124,058611
7;714;97;-8,293056;124,058611
7;714;98;-8,249722;123,924167
7;714;98;-8,249722;123,924167
7;714;99;-8,298889;123,345278
7;714;99;-8,298889;123,345278
7;714;100;-8,27;123,333611
7;714;100;-8,27;123,333611
7;714;101;-8,325278;123,019722
7;714;101;-8,325278;123,019722
7;714;102;-8,322778;123,012778
7;714;102;-8,322778;123,012778
8;715;1;1,577778;125,1575
8;715;1;1,577778;125,1575
8;715;2;2,300278;127,778056
8;715;2;2,300278;127,778056
8;715;3;2,595;128,461389
8;715;3;2,595;128,461389
8;715;4;2,421944;128,693889
8;715;4;2,421944;128,693889
8;715;4;2,421944;128,693889
8;715;5;0,323333;129,851389
8;715;5;0,323333;129,851389
8;715;6;0,280556;129,923333
8;715;6;0,280556;129,923333
8;715;7;0,186944;130,002222
8;715;7;0,186944;130,002222
8;715;8;0,184722;130,041667
8;715;8;0,184722;130,041667
8;715;9;0,1825;130,049167
8;715;9;0,1825;130,049167
8;715;10;0,1825;130,05
8;715;10;0,147778;130,118056
8;715;11;0,147778;130,118056
8;715;11;0,131389;130,151389
8;715;12;0,131389;130,151389
8;715;12;0,111667;130,213333
8;715;13;0,111667;130,213333
8;715;13;0,110556;130,218889
8;715;14;0,110556;130,218889
8;715;14;0,110556;130,244167
8;715;15;0,110556;130,244167
8;715;15;0,101667;130,276944
8;715;16;0,101667;130,276944
8;715;16;0,041944;130,871944
8;715;17;0,041944;130,871944
8;715;17;0,038056;130,895556
8;715;18;0,038056;130,895556
8;715;18;-0,020556;131,044167
8;715;19;-0,020556;131,044167
8;715;19;-0,380833;131,241667
8;715;20;-0,380833;131,241667
8;715;20;-0,395833;131,250278
8;715;21;-0,395833;131,250278
8;715;21;-0,398611;131,257222
8;715;22;-0,398611;131,257222
8;715;22;-0,755556;131,442222
8;715;23;-0,755556;131,442222
8;715;23;-4,251667;134,874444
8;715;24;-5,274167;133,155556
8;715;24;-4,251667;134,874444
8;715;24;-5,274167;133,155556
8;715;25;-5,274167;133,155556
9;716;1;4,169444;117,908056
9;716;2;4,169444;117,941944
9;716;3;4,169444;118,028611
9;716;4;4,169167;118,097778
9;716;5;4,158333;118,281389
9;716;6;4,025833;118,252222
9;716;7;4,024444;118,521111
9;716;8;3,937778;118,521667
9;716;9;3,920833;118,552222
9;716;10;3,911389;118,578333
9;716;11;3,904722;118,6125
9;716;12;3,904722;118,654167
9;716;13;3,918056;118,708056
9;716;14;3,933889;118,739167
9;716;15;3,964444;118,776944
9;716;16;3,951111;118,801667
9;716;17;3,939722;118,834444
9;716;18;3,933611;118,8825
9;716;19;3,935556;118,910278
9;716;20;3,941389;118,9375
9;716;21;3,956667;118,976111
9;716;22;3,975556;119,005556
9;716;23;3,993889;119,026111
9;716;24;4,020833;119,048333
9;716;25;4,063889;119,070556
9;716;26;4,090556;119,078333
9;716;27;4,125;119,082778
9;716;28;4,145833;119,0825
9;716;29;4,166667;119,080278
9;716;30;4,166667;119,144444
9;716;31;3,111389;119,926111
9;716;32;3,443333;121,358611
9;716;33;3,813889;122,933611
9;716;34;4,949444;124,765556
9;716;35;5,044167;125,455833
9;716;36;5,906111;126,391944
9;716;37;6,421111;127,318889
9;716;38;6,406944;128,650556
9;716;39;6,405556;129,525278
9;716;40;6,404722;130,048056
9;716;41;6,333333;130,086944
9;716;42;6,178333;130,164167
9;716;43;5,973333;130,251389
9;716;44;5,763056;130,324722
9;716;45;5,609722;130,368889
9;716;46;5,426667;130,411667
9;716;47;5,3075;130,580556
9;716;48;5,050833;130,881944
9;716;49;4,721667;131,181944
9;716;50;4,5225;131,328889
9;716;51;4,419444;131,396389
9;716;52;4,4025;131,621389
9;716;53;3,080833;130,999722
9;716;54;3,018056;130,9825
9;716;55;2,969722;130,983056
9;716;56;2,904444;131,003611
9;716;56;2,904444;131,003611
10;717;1;2,858611;131,034167
10;717;2;2,826944;131,068333
10;717;3;2,801944;131,115556
10;717;4;2,593056;131,671667
10;717;5;2,586667;131,691667
10;717;6;2,577778;131,760833
10;717;7;2,591667;131,835
10;717;8;2,637222;131,9175
10;717;9;2,688056;131,963889
10;717;10;2,733611;131,993333
10;717;11;4,188333;132,486667
10;717;12;4,073056;132,744722
10;717;13;3,977222;132,923611
10;717;14;4,01;132,998056
10;717;15;4,089722;133,206111
10;717;16;4,206667;133,635556
10;717;17;4,2575;133,978056
10;717;18;4,270278;134,422778
10;717;19;4,251667;134,669722
10;717;20;4,2125;134,935833
10;717;21;4,118889;135,32
10;717;22;4,000278;135,645
10;717;23;3,928611;135,8025
10;717;24;3,836667;135,977778
10;717;25;3,693889;136,208889
10;717;26;3,3875;136,596389
10;717;27;3,121944;136,855
10;717;28;2,849722;137,068611
10;717;29;2,176667;137,541667
10;717;30;2,014167;137,792778
10;717;31;1,816389;138,583611
10;717;32;1,722778;139,209167
10;717;33;1,711111;139,281944
10;717;34;1,693056;139,378056
10;717;35;1,654722;139,545
10;717;36;1,600278;139,733333
10;717;37;1,543889;139,895278
10;717;38;1,479167;140,053889
10;717;39;1,384167;140,2525
10;717;40;1,093611;140,811944
10;717;41;1,026389;140,813333
10;717;42;0,736111;140,819444
10;717;43;-1,076389;141,4
10;717;44;-2,141667;141,025
10;717;45;-2,604444;141
11;718;1;-9,127778;141,019444
11;718;2;-9,135556;141,020556
11;718;3;-9,383333;140,866667
11;718;4;-9,408333;140,825
11;718;5;-9,866667;140,483333
11;718;6;-10,4;139,766667
11;718;7;-10,833333;139,2
11;718;8;-10,4;138,633333
11;718;9;-10,366667;138,583333
11;718;10;-10,15;138,216667
11;718;11;-9,95;137,75
11;718;12;-9,133333;135,483333
11;718;13;-9,283333;135,216667
11;718;14;-9,366667;135,05
11;718;15;-9,416667;134,833333
11;718;16;-9,082778;133,925278
11;718;17;-8,883333;133,383333
11;718;18;-9,1;132,766667
11;718;19;-9,233333;132,55
11;718;20;-9,266667;132,5
11;718;21;-9,333333;132,333333
11;718;22;-9,383333;132,2
11;718;23;-9,516667;131,966667
11;718;24;-9,55;131,866667
11;718;25;-9,6;131,716667
11;718;26;-9,666667;131,516667
11;718;27;-9,7;131,466667
11;718;28;-9,783333;130,916667
11;718;29;-9,75;130,716667
11;718;30;-9,65;130,1
11;718;31;-9,75;129,5
11;718;32;-9,983333;129,016667
11;718;33;-10,45;128,3
11;718;34;-10,466667;128,233333
11;718;35;-10,498611;128,203333
11;718;36;-10,187778;128,1275
11;718;37;-9,943333;128,060833
11;718;38;-9,7175;127,991944
11;718;39;-9,444167;127,920278
11;718;40;-9,176111;127,865278
11;718;41;-8,935278;127,798333
11;718;42;-8,733889;127,726111
11;718;43;-8,571667;127,648611
11;718;44;-8,410556;127,54
11;718;45;-8,326667;127,445833

